,County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level.1,AdvisoryLevelDescription,Contact_Organization,County.1,Landmark.1,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name.1,DetailStaticText,Bloom_Longitude_Corrected,Bloom_Latitude_x,Bloom_Latitude_y,Bloom_Longitude
182,Lake,,Tule Boat Launch (The Point) (BVCL6),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3235,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Tule Boat Launch (The Point) (BVCL6),5/18/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.9,39,39.026872,-122.88674
183,Lake,,Tule Boat Launch (The Point) (BVCL6),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3235,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Tule Boat Launch (The Point) (BVCL6),5/18/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.9,39,39.026872,-122.88674
184,Lake,,Tule Boat Launch (The Point) (BVCL6),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3235,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Tule Boat Launch (The Point) (BVCL6),5/18/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.9,39,39.026872,-122.88674
185,Lake,,Tule Boat Launch (The Point) (BVCL6),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3235,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Tule Boat Launch (The Point) (BVCL6),5/18/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.9,39,39.026872,-122.88674
186,Lake,,"Upper Arm, Center of the Lake (DWR site CL-1)",None,10/17/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3243,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Big Valley Rancheria,Lake,"Upper Arm, Center of the Lake (DWR site CL-1)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.9,39.1,39.0632,-122.86611
187,Lake,,West of Sulphur Bank Mercury Mine (SBMMEL01),Danger,10/17/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/19/2022 14:27,3323,Danger,"STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,West of Sulphur Bank Mercury Mine (SBMMEL01),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.7,39,,
188,Lake,,Whelans Cove,Last verified >90 days ago,7/5/2024,Visual monitoring only-present bloom,Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,7/4/2024 15:01,4564,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Lake,Whelans Cove,7/4/2024 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.7,39,,
189,Lake,Copsey Creek,Quarterhorse Ln,Last verified >90 days ago,7/26/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,7/13/2024 12:12,4597,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Lake,Quarterhorse Ln,7/13/2024 0:00,,Region 5 - Central Valley,,Copsey Creek,Detail,-122.6,38.9,,
190,Lake,Forbes Creek,Mouth (FC3),Last verified >90 days ago,7/22/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/28/2024 11:37,4501,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Big Valley Rancheria,Lake,Mouth (FC3),5/8/2024 0:00,,Region 5 - Central Valley,,Forbes Creek,Detail,-122.9,39,,
191,Lake,Lake Pillsbury,Resort,Danger,10/25/2024,Advisory based on visual and toxins; Alert-high concentration toxins; Floating/planktonic bloom observed; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 15:23,3918,Danger,"STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.","Mike Thomas, FHAB",Lake,Resort,5/17/2022 0:00,County Environmental Health Department,Region 1 - North Coast,Pacific Gas and Electric,Lake Pillsbury,Detail,-123,39.4,39.42121,-122.95815
192,Lake,Lake Pillsbury,Resort,Danger,10/25/2024,Advisory based on visual and toxins; Alert-high concentration toxins; Floating/planktonic bloom observed; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/10/2023 15:23,3918,Danger,"STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.","Mike Thomas, FHAB",Lake,Resort,5/17/2022 0:00,County Environmental Health Department,Region 1 - North Coast,Pacific Gas and Electric,Lake Pillsbury,Detail,-123,39.4,39.42121,-122.95815
