County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level,AdvisoryLevelDescription,Contact_Organization,County,Landmark,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name,DetailStaticText,Bloom Longitude Corrected,Bloom_Latitude
Lake,Clear Lake,Glenhaven (GH),Caution,10/23/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/19/2022 14:21,3317,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Glenhaven (GH),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.73480,39.02664
Lake,Clear Lake,Horseshoe Bend (HB),Caution,10/23/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/19/2022 14:22,3318,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Horseshoe Bend (HB),5/10/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.76051,39.01186
Lake,Clear Lake,Jago Bay (JB),Caution,10/23/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/12/2022 15:20,3295,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Jago Bay (JB),5/4/2022 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.66023,38.94886
Lake,Clear Lake,Keeling Park (KP01),None,10/17/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/15/2022 0:00,3240,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Big Valley Rancheria,Lake,Keeling Park (KP01),2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.85554,39.12128
Lake,Clear Lake,Lakeport 1st Street Ramp (LPTNT),None,10/23/2024,Testing results below posting triggers; Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",4/15/2022 0:00,3241,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Big Valley Rancheria,Lake,Lakeport 1st Street Ramp (LPTNT),2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.91287,39.04236
Lake,Clear Lake,Library Park,Last verified >90 days ago,4/2/2024,Suspected illness reported,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",4/2/2024 14:19,4443,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Lake,Library Park,4/2/2024 0:00,Local Park and Recreation Department,Region 5 - Central Valley,,Clear Lake,Detail,-122.91371,39.04312
Lake,Clear Lake,"Lower Arm, Center of the Lake (DWR site CL-3)",Warning,10/17/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3250,Warning,"NO SWIMMING. Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,"Lower Arm, Center of the Lake (DWR site CL-3)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.67888,38.96430
Lake,Clear Lake,Lucerne Harbor Park (LUC01),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3233,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Lucerne Harbor Park (LUC01),2/21/2022 0:00,Public entity; Unknown,Region 5 - Central Valley,San Diego County Water Authority; Unknown,Clear Lake,Detail,-122.79611,39.08970
Lake,Clear Lake,"Oaks Arm, Center of the Lake (DWR Site CL-4)",Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3246,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,"Oaks Arm, Center of the Lake (DWR Site CL-4)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.69611,39.01160
Lake,Clear Lake,Redbud Park (RED01),Caution,10/23/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3242,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Redbud Park (RED01),2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.63778,38.94847
Lake,Clear Lake,Rocky Point,Last verified >90 days ago,7/2/2024,Visual monitoring only-present bloom,Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,7/2/2024 9:55,4545,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Lake,Rocky Point,7/2/2024 0:00,,Region 5 - Central Valley,,Clear Lake,Detail,-122.90221,39.08600
Lake,Clear Lake,Tule Boat Launch (The Point) (BVCL6),Caution,10/17/2024,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3235,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Big Valley Rancheria,Lake,Tule Boat Launch (The Point) (BVCL6),5/18/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.88674,39.02687
Lake,Clear Lake,"Upper Arm, Center of the Lake (DWR site CL-1)",None,10/17/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",4/15/2022 0:00,3243,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,Big Valley Rancheria,Lake,"Upper Arm, Center of the Lake (DWR site CL-1)",2/21/2022 0:00,Unknown,Region 5 - Central Valley,Unknown,Clear Lake,Detail,-122.86611,39.06320
